Variable,Index,Value
reaction,MTHFC,59.73728039995236
reaction,3OAR181,0.004093097191299257
reaction,PYK2,1.8899764686210814
reaction,H2Otex,489.19287183666984
reaction,SUCTARTtpp_reverse,125.03925615635994
reaction,2HESR,2.118245305782732e-18
reaction,EX_fe3_e_reverse,453.0656785903446
reaction,AADDGT,0.006045196568390731
reaction,EX_maltpt_e_reverse,2.3405082500892962e-14
reaction,LYXI,5.472241432949772e-09
reaction,EX_fmn_e_reverse,0.0
reaction,SPMDabcpp,0.031077469143389786
reaction,LCARSyi,0.06272437752489221
reaction,S4FE4ST,3.642052452832573e-06
reaction,GLCNtex,499.7432069626351
reaction,EX_12ppd__S_e,0.009109153826417315
reaction,GLYALDtex_reverse,499.7606903080525
reaction,42A12BOOXpp,4.4440763424950675e-09
reaction,PTRCORNt7pp,216.04513670813182
reaction,FRULYSDG,179.15376714935232
reaction,PLIPA1E160pp,0.05287845824463635
reaction,EX_glyc__R_e,0.06348818605854872
reaction,DASYN141,0.13805474598148398
reaction,GLYBt3pp,0.2939647927707827
reaction,EX_cyan_e_reverse,1.291313526965014e-15
reaction,EX_26dap__M_e,1.4429840874251986e-14
reaction,EX_xylu__L_e_reverse,4.450328570438485e-15
reaction,EX_acgam1p_e_reverse,2.0500709516093737e-15
reaction,AM3PA,0.01788644188902727
reaction,HYXNtex_reverse,499.74957609093315
reaction,EX_lys__L_e,0.006780475295742571
reaction,PDH,0.006023240101295672
reaction,EX_o2s_e,2.718412317875611e-09
reaction,EX_nh4_e_reverse,453.14464291820616
reaction,ACS,0.06173449855708384
reaction,PNSPA,0.0
reaction,EX_asn__L_e,0.010610498028228828
reaction,GSNK,0.1417587236883006
reaction,26DAHtex_reverse,499.7495938321046
reaction,PLIPA2G140pp,0.018971364237837955
reaction,SUCFUMtpp,499.88285758763834
reaction,EX_glyc__R_e_reverse,0.0
reaction,EX_14glucan_e_reverse,2.824527296838232e-14
reaction,PYNP2r,193.7953030354541
reaction,EX_mal__D_e,0.0
reaction,GTHRDabc2pp,0.028601893614254092
reaction,3HBZCT,0.0
reaction,PA120abcpp,0.051494228368363794
reaction,O16A4Lpp,5.0385124656538405e-11
reaction,URATEtex,499.74943561915006
reaction,UPP3MT,6.063039181828021e-06
reaction,EX_alltn_e,0.0028998233849252828
reaction,FEOXAMR3,0.03511619092225816
reaction,EX_enlipa_e,0.0006234972138365958
reaction,CPPPGO2,0.000968209513484422
reaction,ECAP1pp,0.0015112991391230848
reaction,GAL1PPpp,7.512986120506414e-09
reaction,HYD2pp,9.685731512542354e-10
reaction,PDE4,0.06316926972753041
reaction,FACOAE60,0.15399080089319983
reaction,EX_cytd_e_reverse,0.0
reaction,DHBSH,0.008027308739771678
reaction,DHORD2,0.02052185423798213
reaction,GGGABAH,0.009213033648888208
reaction,ADPT,0.00945267055779582
reaction,EX_fru_e,0.0
reaction,CRNDtex_reverse,499.749279924007
reaction,ACACtex,499.74898876548457
reaction,EX_ttrcyc_e_reverse,0.0
reaction,H2SO,0.0030542837029818412
reaction,CBMD,0.026668838849976617
reaction,GMPR,0.021420929522733247
reaction,ASNNpp,0.02831130639940209
reaction,ETHAtex_reverse,499.81184070786014
reaction,DADNtex_reverse,119.52536444341727
reaction,EX_peamn_e,0.0
reaction,3NTD7pp,1.8302303510427076e-09
reaction,R5PPpp,3.6602701610691695e-09
reaction,TMPPP,6.059721717763352e-06
reaction,NMNPtpp,0.0
reaction,O16AP2pp,6.002161469157051e-11
reaction,ALAALAtex,499.7438725261192
reaction,FORtex_reverse,499.76087836886916
reaction,DHFR_reverse,499.7358100199046
reaction,NO3t7pp,6.50448607104339e-09
reaction,ARGSS,0.03985816655849934
reaction,EX_mnl_e_reverse,1.2512103380006186e-18
reaction,G3PSabcpp,5.000000786920159e-09
reaction,MDDCP3pp,0.0028744091842121252
reaction,MALTTRtexi,5.3808273814434635e-09
reaction,FA161ACPHi,0.03459233437325092
reaction,NI2t3pp,0.48589415180115275
reaction,TMAOR2pp,1.8301284538106402e-09
reaction,ABUTt2pp,0.021389303613294164
reaction,EX_LalaDglu_e_reverse,0.0
reaction,OXAMTC,0.011343104415944449
reaction,PUACGAMS_reverse,499.74975864138963
reaction,LIPAHT2ex,1.4796288602490546e-09
reaction,G3PAT140,0.05266149968547306
reaction,EX_pydxn_e_reverse,6.070857457847768e-14
reaction,PYNP2r_reverse,193.81052180881667
reaction,CS1tex,499.7485731010014
reaction,RNDR1,0.008552400496394615
reaction,FECRMexs,0.19937719958485817
reaction,EX_etoh_e,0.014556691754031374
reaction,RMNtex_reverse,499.7495567852226
reaction,MDDEP3pp,0.003907721094604231
reaction,CS1tex_reverse,499.7485731010014
reaction,PRPPS_reverse,98.63538974546145
reaction,ACGALtex,499.74928095475315
reaction,EX_tartr__L_e_reverse,2.645466382686524e-17
reaction,MEOHtrpp_reverse,499.74975490077935
reaction,SPMDAT2,0.0
reaction,GAMAN6Ptex_reverse,499.7484960629373
reaction,MC6PH,0.0
reaction,GMHEPK,0.006048737992531834
reaction,EX_chtbs_e,2.650655031144237e-14
reaction,RNDR3,0.0066850032376607445
reaction,EX_arab__L_e,0.0
reaction,USHD,0.0026625590879033705
reaction,VALabcpp,0.016847780206418996
reaction,COBALT2tpp,0.555889880950092
reaction,3OAR180_reverse,127.00565241956434
reaction,GLCNt2rpp_reverse,499.7029035675832
reaction,EX_4abut_e,0.006174491638481515
reaction,PGI,210.38723267079646
reaction,GTHPi,0.0267107779785959
reaction,DXYLONtpp,499.7497518492779
reaction,PEAMNOpp,6.554470425197029e-09
reaction,NTD8pp,3.6602605063401935e-09
reaction,TYRL,0.006700309115273811
reaction,FALDtpp_reverse,499.7497548690595
reaction,RBFSa,0.006277500934806726
reaction,ECOAH2_reverse,499.72655608989004
reaction,FACOAE181,0.2832529319978778
reaction,EX_man6p_e,4.543382375134746e-15
reaction,PSURItpp,0.0
reaction,R5Ptex,499.7494148157681
reaction,O2tpp,504.9514864758576
reaction,FE3tex_reverse,499.76687038924456
reaction,NADH16pp,0.044434462474574894
reaction,LEUTAi,0.02316319196550581
reaction,ACt2rpp_reverse,388.55872324836383
reaction,MLTP1_reverse,138.83337167155798
reaction,PGAMT,52.91113191159059
reaction,GLUt2rpp,211.9365709205065
reaction,ADD,0.0010636607275519203
reaction,FRD2,0.022062928528228935
reaction,2DGLCtex,499.74975486769216
reaction,EX_tartr__D_e_reverse,0.0
reaction,APH141,0.046770882768660926
reaction,AMALT4,6.41529415873998e-09
reaction,ACALDtex,499.73932814029536
reaction,ACACT6r,499.7494262756942
reaction,EX_ump_e_reverse,1.396147688480026e-15
reaction,EX_5dglcn_e,0.01377465396437499
reaction,NI2tpp,0.5541891084985301
reaction,23DAPPAtex_reverse,499.74824477593154
reaction,EX_h2o_e,464.8703124516102
reaction,3OAS140,0.013267695626426415
reaction,GLYCAt2rpp,499.6929314429271
reaction,NTD8,0.028609852834952133
reaction,TKT1_reverse,353.06849806136603
reaction,HPACOAT,0.0
reaction,ECOAH7,499.73491455968974
reaction,DKGLCNR2y,0.0
reaction,NADH9,0.021137191865342738
reaction,FEENTERabcpp,0.031793417193475955
reaction,ASPt2_2pp,0.12932502955685088
reaction,ALAR_reverse,88.47996542817108
reaction,DHBD_reverse,178.13441786120543
reaction,OCBT_reverse,499.70028732582006
reaction,PGMT,228.02877658493742
reaction,EX_23dappa_e,0.0
reaction,NADPPPS,0.030943431585799045
reaction,CLPNH160pp,0.03309462718759409
reaction,ACOAD8f_reverse,229.39337308405285
reaction,EX_mso3_e_reverse,1.7037796422051403e-15
reaction,PLIPA1A141pp,0.05335045392726979
reaction,CYNTt2pp,3.333285319830562e-09
reaction,RNDR2,0.00922917868420677
reaction,G6PDH2r_reverse,151.71721967805445
reaction,CYSDtex,499.74902836988906
reaction,GTHOXtex,499.7496183053942
reaction,F6Ptex_reverse,499.7481181847426
reaction,SERD_D,0.0023462678309989072
reaction,CHOLATEtpp,6.0887592556151456e-18
reaction,EX_gam_e_reverse,0.0
reaction,NTPP9,0.002132493726911347
reaction,ACGAM1PPpp,7.882634673708557e-09
reaction,BWCOGDS2,1.5429893539472403e-10
reaction,MNNH,2.0587265637367182e-08
reaction,MNtex,499.7491423751848
reaction,EX_3amp_e,1.830021416695408e-09
reaction,XTSNH,0.019145998200750667
reaction,GSNt3pp,0.2572791934534069
reaction,M1PD_reverse,55.075229058145425
reaction,EX_gthox_e_reverse,0.0
reaction,URDGLYCD,0.01134310441594448
reaction,F6PP,0.04592425473146354
reaction,UDPKAAT_reverse,96.5130742249243
reaction,UGLCURPpp,5.7679499958330625e-09
reaction,ACACT7r,499.7476697534864
reaction,EX_acser_e,0.01692811707157847
reaction,AGPAT160,0.1404514441226699
reaction,ALLTNt2rpp_reverse,270.9540029772692
reaction,3PEPTtex,499.74831625530334
reaction,NOtpp,499.7497548692174
reaction,CTBTCAL2,2.7280591375254733e-15
reaction,EX_lac__D_e,0.0512342864129807
reaction,PHEtex_reverse,499.7507214586383
reaction,EX_met__L_e_reverse,0.0
