Variable,Index,Value
flux,ALATA_D2,0.0
flux,SHCHD2,2.260569374006658e-05
flux,CPPPGO,2.260569374006658e-05
flux,GTHOr,0.0
flux,DHORD5,0.03352302736663139
flux,GLYCTO2,0.0
flux,GLYCTO3,0.0
flux,GLYCTO4,0.0
flux,PFK_3,0.0
flux,TRPS2,0.0
flux,G3PD5,0.0
flux,EX_acgam_e,0.0
flux,EX_cellb_e,0.0
flux,EX_chol_e,0.0
flux,LEUTAi,0.0456706986834347
flux,SHK3Dr,0.03863434705166114
flux,G5SD,0.022408527487490667
flux,ALATA_L2,0.0
flux,MAN6PI,0.0
flux,APRAUR,4.5211387480136076e-05
flux,DB4PS,9.042277496027215e-05
flux,RBFK,2.2605693740069495e-05
flux,ACP1_FMN,0.0
flux,RBFSb,4.5211387480136076e-05
flux,EX_pi_e,-0.09778290500372866
flux,EX_h_e,9.50842266617794
flux,DMATT,2.8181089057123313e-05
flux,GRTT,2.8181089057123313e-05
flux,UPP3S,4.521138748013316e-05
flux,UPPDC1,2.260569374006658e-05
flux,TMDPP,0.0
flux,EX_ade_e,0.0
flux,EX_4abut_e,0.0
flux,EX_ac_e,5.039226679041771
flux,EX_akg_e,0.0
flux,EX_ala__L_e,0.0
flux,EX_arg__L_e,0.0
flux,EX_asp__L_e,0.0
flux,EX_cytd_e,0.0
flux,EX_dcyt_e,0.0
flux,EX_fum_e,0.0
flux,EX_glu__L_e,0.0
flux,EX_gua_e,0.0
flux,HCO3E,0.0532829379660474
flux,IMPC,-0.0549969158573346
flux,IMPD,0.024656222766856115
flux,ECOAH4,0.036075848826075764
flux,GLUTRS,0.0003616910998410653
flux,TMPPP,2.260569374006658e-05
flux,URIK1,0.0
flux,URIK2,0.0
flux,CYTDK1,0.0
flux,CYTDK2,0.0
flux,XPPT,0.0
flux,HXPRT,0.0
flux,NDPK5,0.0
flux,DHORTS,-0.033532961707378135
flux,OMPDC,0.033532961707378135
flux,CS,0.10899309894067118
flux,ICDHyr,0.10899309894067118
flux,ACALD,0.0
flux,ACS,0.0
flux,PPA,0.3523038574311487
flux,PPCK,0.0
flux,ME1,0.0
flux,ALAR,0.004225338683737467
flux,ALATA_L,-0.05898200568831972
flux,XYLK,0.0
flux,RBK,0.0
flux,GLYK,0.0
flux,PPM,-0.26370326367038593
flux,ASPTA,-0.2967958298794738
flux,FBP,0.0
flux,GLGC,0.0
flux,PYK,0.0
flux,A5PISO,0.003944541501405699
flux,EX_met__L_e,0.0
flux,EX_metsox_S__L_e,0.0
