Variable,Index,Value
flux,ALATA_D2,0.0
flux,SHCHD2,2.2651953674559767e-05
flux,CPPPGO,2.2651953674559767e-05
flux,GTHOr,0.0
flux,DHORD5,0.033591628360160955
flux,GLYCTO2,0.0
flux,GLYCTO3,0.0
flux,GLYCTO4,0.0
flux,PFK_3,0.0
flux,TRPS2,0.0
flux,G3PD5,0.0
flux,EX_acgam_e,0.0
flux,EX_cellb_e,0.0
flux,EX_chol_e,0.0
flux,LEUTAi,0.04576415847961026
flux,SHK3Dr,0.038713407769033835
flux,G5SD,0.022454383944079864
flux,ALATA_L2,0.0
flux,MAN6PI,0.0
flux,APRAUR,4.5303907349122455e-05
flux,DB4PS,9.060781469824491e-05
flux,RBFK,2.2651953674562688e-05
flux,ACP1_FMN,0.0
flux,RBFSb,4.5303907349122455e-05
flux,EX_pi_e,-0.09798300639551327
flux,EX_h_e,9.507416710089021
flux,DMATT,2.8238758392500468e-05
flux,GRTT,2.8238758392500468e-05
flux,UPP3S,4.5303907349119534e-05
flux,UPPDC1,2.2651953674559767e-05
flux,TMDPP,0.0
flux,EX_ade_e,0.0
flux,EX_4abut_e,0.0
flux,EX_ac_e,5.050193715840323
flux,EX_akg_e,0.0
flux,EX_ala__L_e,0.0
flux,EX_arg__L_e,0.0
flux,EX_asp__L_e,0.0
flux,EX_cytd_e,0.0
flux,EX_dcyt_e,0.0
flux,EX_fum_e,0.0
flux,EX_glu__L_e,0.0
flux,EX_gua_e,0.0
flux,HCO3E,0.05339197532839833
flux,IMPC,-0.05510946067696092
flux,IMPD,0.02470667887155079
flux,ECOAH4,0.03614967387310462
flux,GLUTRS,0.0003624312587929563
flux,TMPPP,2.2651953674559767e-05
flux,URIK1,0.0
flux,URIK2,0.0
flux,CYTDK1,0.0
flux,CYTDK2,0.0
flux,XPPT,0.0
flux,HXPRT,0.0
flux,NDPK5,0.0
flux,DHORTS,-0.03360158303038564
flux,OMPDC,0.03360158303038564
flux,CS,0.10921614069622103
flux,ICDHyr,0.10921614069622103
flux,ACALD,0.0
flux,ACS,0.0
flux,PPA,0.35302480647847573
flux,PPCK,0.0
flux,ME1,0.0
flux,ALAR,0.004233985350058297
flux,ALATA_L,-0.059102705532827586
flux,XYLK,0.0
flux,RBK,0.0
flux,GLYK,0.0
flux,PPM,-0.26424290186253896
flux,ASPTA,-0.29740318817624517
flux,FBP,0.0
flux,GLGC,0.0
