Variable,Index,Value
reaction,EX_hxa_e,0.003176887534858648
reaction,MCOATA_reverse,499.69373808700215
reaction,AM3PA,0.037107111500551286
reaction,LEUtex,499.74455237278386
reaction,H2Otex_reverse,515.2362755582778
reaction,SO2tex_reverse,499.7496526299831
reaction,2AGPE161tipp,0.08514122638543217
reaction,CAt6pp,86.79983184933182
reaction,TRPS3,0.007692335202466705
reaction,IMPtex,499.74964926573784
reaction,EX_so3_e,2.620767916397862e-09
reaction,SO2tex,499.74965262998313
reaction,AM4PCP,0.009009639813775427
reaction,THDPS,0.04313472226080304
reaction,FE3DCITexs,0.03310606290052731
reaction,EX_lac__D_e_reverse,2.1544856259184265e-22
reaction,CHTBSptspp,0.0
reaction,METNA,31.446332508435336
reaction,GUAtex,369.67666703570285
reaction,EX_succ_e,0.27754753432209023
reaction,2AGPE160tipp,0.08523573290738032
reaction,ARABDI,104.21957820578099
reaction,POAACR,0.0321843538878424
reaction,EX_alltn_e_reverse,0.0
reaction,EX_trp__L_e,0.010862067997257065
reaction,2AGPA120tipp,0.09007519150517185
reaction,ARBTptspp,3.627010592258165e-23
reaction,SPMDabcpp,0.03297526608827392
reaction,LALALGLUtex,499.7495944043563
reaction,PYRt2rpp_reverse,504.95731815380606
reaction,UDPG4E,314.676153819646
reaction,NDPK7_reverse,499.7256697392148
reaction,EX_fecrm_e,1.396258161452696e-16
reaction,DAPE,444.3638004168509
reaction,UM3PL,0.07034304832920962
reaction,ACtex_reverse,499.88501093842956
reaction,LSERDHr,439.52543247568536
reaction,ASPCT,0.09681481870524797
reaction,EX_crn_e_reverse,7.444384235011182e-17
reaction,EX_ca2_e,452.69929733541977
reaction,DHNPTE_reverse,13.470927574340001
reaction,NTPP2,0.05243872815184707
reaction,THD2pp,0.019125101466538945
reaction,EX_idon__L_e_reverse,4.526211673604997e-22
reaction,USHD,0.0036153790722414435
reaction,MINCYCtpp,0.43871656294663747
reaction,12PPDRtex_reverse,499.781541599263
reaction,LEUTAi,0.02971110249529211
reaction,EAR161x,0.004258066668048889
reaction,CYTDt2pp_copy1,326.1197544675861
reaction,PUACGAMtr,2.0051909501833933e-21
reaction,2AGPGAT140,0.0571623885296308
reaction,APH161,0.07583825140986929
reaction,BETALDHx,5.158596344492766e-09
reaction,EX_23dappa_e,0.0
reaction,NADHXE,499.66766012662373
reaction,ACGAtex,499.7496420353625
reaction,PMEACPE,9.200168408733794e-08
reaction,CYANtex_reverse,499.7496479846716
reaction,CRNDtex_reverse,499.7496543518445
reaction,EX_glcur1p_e,0.0
reaction,TAGURr_reverse,59.7397808297175
reaction,CFAS180E,7.63886597871024e-21
reaction,LALALGLUtex_reverse,499.7495944043563
reaction,EX_btn_e_reverse,1.3027899134657531e-16
reaction,GALCTNLt2pp,5.693262389026297e-09
reaction,FUMtex,499.73227094845083
reaction,THMDtex,499.74798739768806
reaction,GALBDtex,499.7496612639602
reaction,Kt3pp,0.012766527945873228
reaction,OMMBLHX3,1.1431729876273983e-08
reaction,ILETA_reverse,390.16085345505627
reaction,EX_alaala_e_reverse,0.0
reaction,EX_malttr_e,0.0
reaction,FEENTERR1,0.004067602757087859
reaction,DURIt2pp,1.8301363498471522e-09
reaction,23CGMPtex_reverse,499.74921895006065
reaction,GGPTRCS,0.008943717438141194
reaction,EX_acgam1p_e_reverse,0.0
reaction,LADGMDH,0.021333804478277044
reaction,EX_lcts_e,0.0
reaction,NO3tex_reverse,499.7496875971797
reaction,ACACtex,499.7496298062145
reaction,G5SADs,0.04601824475668124
reaction,PGPP140pp,0.013697748329002161
reaction,GMPtex,499.74931873916756
reaction,ME1,0.0614818868093746
reaction,COBALT2t3pp,0.8167510032645154
reaction,CRNCBCT_reverse,73.89111868772338
reaction,CCGS,2.253160516625371e-14
reaction,ACGALtex_reverse,499.7496542425914
reaction,ACOAD4f_reverse,271.9091157501758
reaction,SUCRtex_reverse,499.7497290445267
reaction,EX_ade_e_reverse,0.0
reaction,THFAT,0.14710413399268069
reaction,ALCD19,499.74862833713746
reaction,23PDE4pp,3.6602713226290036e-09
reaction,EX_cs1_e,0.0
reaction,CHORM,0.03518354968900761
reaction,EX_hxan_e,0.0023277805978825184
reaction,DM_mththf_c,0.020033235720728758
reaction,ADOCBLabcpp,9.956820442133723e-09
reaction,FRUtex,499.7496880511037
reaction,CTECOAI8,493.8017363908942
reaction,DHNPTE,13.470927574340001
reaction,EX_gthox_e_reverse,3.743645479440359e-17
reaction,NTD11,0.28321354611653377
reaction,G3PEtex,499.74676601503865
reaction,GLUDC,0.01610222366790231
reaction,CBL1tonex,9.970979279981029e-09
reaction,ACOAD3f_reverse,223.6126242381914
