Reactions,Single_gene,enzyme_mass,kcat_mean,kcat_std
PSCVT,b0908,0.02261643174149714,0.00153816435558258,0.0005149752316375653
PSCVT,b0908,0.02261643174149714,63.88103158975948,24.504844066517506
PSCVT,b0908,0.02261643174149714,13.56913553488322,5.947723824826406
PSCVT,b0908,0.02261643174149714,0.00638652711376846,0.0033070155770742442
F6PA,b3946,0.019116630362152817,0.7059976028431869,0.342748431642533
F6PA,b3946,0.019116630362152817,3.8848103224682555,1.6490291813920015
F6PA,b3946,0.019116630362152817,3.3371632494042403,2.5665479726316107
GALt2pp,b2943,0.016290864723973317,13.500691400819466,7.398225888693856
GALt2pp,b2943,0.016290864723973317,8.521133280142061,5.579540190638559
GALt2pp,b2943,0.016290864723973317,8.521133280142061,5.579540190638559
GLCt2pp,b2943,0.016290864723973317,10.938724811495184,9.223396215503369
GLCt2pp,b2943,0.016290864723973317,8.521133280142061,5.579540190638559
GLCt2pp,b2943,0.016290864723973317,8.521133280142061,5.579540190638559
PYK,b1854,0.016191037368376678,12.309602825492153,7.533456417558905
PYK,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK2,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK2,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK2,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK2,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK2,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK2,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK2,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK2,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK2,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK2,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK2,b1854,0.016191037368376678,8.462087139468533,4.36688514871941
PYK3,b1854,0.016191037368376678,5.534491359394793,3.989529850514688
PYK3,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK3,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK3,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK3,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK3,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK3,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK3,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK3,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK3,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK3,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK4,b1854,0.016191037368376678,6.0077572349810415,4.12916856920063
PYK4,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK4,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK4,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK4,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK4,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK4,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK4,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK4,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK4,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK4,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK6,b1854,0.016191037368376678,4.834534180373483,2.4966442838328025
PYK6,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK6,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK6,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK6,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK6,b1854,0.016191037368376678,6.3241358325014785,2.2580172654821142
PYK6,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK6,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK6,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK6,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
PYK6,b1854,0.016191037368376678,5.479828680900604,2.788826488454936
F6PA,b0825,0.016147204335849704,0.9048548037691067,0.3938082429674495
F6PA,b0825,0.016147204335849704,4.559970304025685,2.534584909233598
F6PA,b0825,0.016147204335849704,3.8571997673946483,3.2215049295023346
CYTBDpp,b0979,0.010407075899253597,11.229973802345471,7.457782064713435
CYTBDpp,b0979,0.010407075899253597,11.229973802345471,7.457782064713435
CYTBDpp,b0979,0.010407075899253597,6.468880056473194,4.135606065366616
CYTBDpp,b0979,0.010407075899253597,6.468880056473194,4.135606065366616
CYTBDpp,b0979,0.010407075899253597,5.039127620079187,4.817243843754348
CYTBD2pp,b0979,0.010407075899253597,11.229973802345471,7.457782064713435
CYTBD2pp,b0979,0.010407075899253597,11.229973802345471,7.457782064713435
CYTBD2pp,b0979,0.010407075899253597,3.6958884055993066,2.9239622340945437
CYTBD2pp,b0979,0.010407075899253597,6.468880056473194,4.135606065366616
CYTBD2pp,b0979,0.010407075899253597,6.468880056473194,4.135606065366616
PGI,b4025,0.00959090474045196,43.08484146032884,10.285521952603474
PGI,b4025,0.00959090474045196,17.3818006891187,7.471144064935683
GAPD,b1779,0.00688300847957333,5.8861847508401315,6.964355458282802
GAPD,b1779,0.00688300847957333,5.233053849505634,3.32913274633716
GAPD,b1779,0.00688300847957333,5.233053849505634,3.32913274633716
GAPD,b1779,0.00688300847957333,6.917924805436785,2.006004856087016
GAPD,b1779,0.00688300847957333,3.7631150577595833,3.645861620026035
GAPD,b1779,0.00688300847957333,6.713648061584354,3.7569640315139874
GAPD,b1779,0.00688300847957333,6.713648061584354,3.7569640315139874
GAPD,b1779,0.00688300847957333,14.005774831808731,5.3538234888815195
GAPD,b1779,0.00688300847957333,14.005774831808731,5.3538234888815195
GAPD,b1779,0.00688300847957333,14.005774831808731,5.3538234888815195
GAPD,b1779,0.00688300847957333,14.005774831808731,5.3538234888815195
E4PD,b1779,0.00688300847957333,4.656511782446253,3.5333957823742677
E4PD,b1779,0.00688300847957333,5.978916691305919,3.7950608063789177
E4PD,b1779,0.00688300847957333,5.978916691305919,3.7950608063789177
E4PD,b1779,0.00688300847957333,5.978916691305919,3.7950608063789177
E4PD,b1779,0.00688300847957333,5.978916691305919,3.7950608063789177
E4PD,b1779,0.00688300847957333,5.978916691305919,3.7950608063789177
E4PD,b1779,0.00688300847957333,5.233053849505634,3.32913274633716
E4PD,b1779,0.00688300847957333,5.233053849505634,3.32913274633716
E4PD,b1779,0.00688300847957333,6.28069474094472,5.273884457797875
