Variable,Index,Value
flux,ALATA_D2,0.0
flux,SHCHD2,2.2480871706136454e-05
flux,CPPPGO,2.2480871706136454e-05
flux,GTHOr,0.0
flux,DHORD5,0.0
flux,GLYCTO2,0.0
flux,GLYCTO3,0.0
flux,GLYCTO4,0.0
flux,PFK_3,0.0
flux,TRPS2,0.0
flux,G3PD5,0.0
flux,EX_acgam_e,0.0
flux,EX_cellb_e,0.0
flux,EX_chol_e,0.0
flux,LEUTAi,0.04541851843335141
flux,SHK3Dr,0.038421019478793804
flux,G5SD,0.022284794147982036
flux,ALATA_L2,0.0
flux,MAN6PI,0.0
flux,APRAUR,4.496174341227581e-05
flux,DB4PS,8.992348682455162e-05
flux,RBFK,2.248087170613935e-05
flux,ACP1_FMN,0.0
flux,RBFSb,4.496174341227581e-05
flux,EX_pi_e,-0.09724297638100371
flux,EX_h_e,9.511137012543323
flux,DMATT,2.80254813197575e-05
flux,GRTT,2.80254813197575e-05
flux,UPP3S,4.496174341227291e-05
flux,UPPDC1,2.2480871706136454e-05
flux,TMDPP,0.0
flux,EX_ade_e,0.0
flux,EX_4abut_e,0.0
flux,EX_ac_e,5.009634595646074
flux,EX_akg_e,0.0
flux,EX_ala__L_e,0.0
flux,EX_arg__L_e,0.0
flux,EX_asp__L_e,0.0
flux,EX_cytd_e,0.0
flux,EX_dcyt_e,0.0
flux,EX_fum_e,0.0
flux,EX_glu__L_e,0.0
flux,EX_gua_e,0.0
flux,HCO3E,0.05298872515543368
flux,IMPC,-0.05469323896174469
flux,IMPD,0.024520078310942404
flux,ECOAH4,0.03587664853264502
flux,GLUTRS,0.00035969394729818327
flux,TMPPP,2.2480871706136454e-05
flux,URIK1,0.0
flux,URIK2,0.0
flux,CYTDK1,0.0
flux,CYTDK2,0.0
flux,XPPT,0.0
flux,HXPRT,0.0
flux,NDPK5,0.0
flux,DHORTS,-0.033347802493414395
flux,OMPDC,0.033347802493414395
flux,CS,0.10839127090342726
flux,ICDHyr,0.10839127090342726
flux,ACALD,0.0
flux,ACS,0.0
flux,PPA,0.35035853849725107
flux,PPCK,0.0
flux,ME1,0.0
flux,ALAR,0.00420200759845372
flux,ALATA_L,-0.05865632429141371
flux,XYLK,0.0
flux,RBK,0.0
flux,GLYK,0.0
flux,PPM,-0.2622471713201696
flux,ASPTA,-0.29515701005052225
flux,FBP,0.0
flux,GLGC,0.0
flux,PYK,0.0
flux,A5PISO,0.0039227608960949855
flux,EX_met__L_e,0.0
flux,EX_metsox_S__L_e,0.0
flux,IPPMIb,-0.04541851843335141
flux,ACHBS,0.029288543389740438
flux,ACLS,0.0881458849824189
flux,PSCVT,0.038421019478793804
flux,ANS,0.005730404441219347
flux,ANPRT,0.005730404441219347
flux,CHORM,0.03260069155074992
flux,CHORS,0.038421019478793804
flux,IGPS,0.005730404441219347
flux,EX_crn_e,0.0
flux,EX_fe3_e,0.0
flux,EX_glcn_e,0.0
