Reactions,Min Solutions,Max Solutions,Solution Biomass
12DGR120tipp,0.0,51.5626169315217,0.743586168104452
12DGR140tipp,0.0,48.5209826351586,0.743586168104452
12DGR141tipp,0.0,52.7415510832012,0.743586168104452
12DGR160tipp,0.0,50.6651568257507,0.743586168104452
12DGR161tipp,0.0,52.7415510832012,0.743586168104452
12DGR180tipp,0.0,50.6651568257508,0.743586168104452
12DGR181tipp,0.0,52.7415510832013,0.743586168104452
12PPDRtex,0.0,1000.0,0.743586168104452
12PPDRtex_reverse,0.0,1000.0,0.743586168104452
12PPDRtpp,0.0,1000.0,0.743586168104452
12PPDRtpp_reverse,0.0,1000.0,0.743586168104452
12PPDStex,0.0,1000.0,0.743586168104452
12PPDStex_reverse,0.0,1000.0,0.743586168104452
12PPDStpp,0.0,1000.0,0.743586168104452
12PPDStpp_reverse,0.0,1000.0,0.743586168104452
13PPDH2,0.0,693.535658700448,0.743586168104452
13PPDH2_reverse,0.0,693.535658700448,0.743586168104452
14GLUCANabcpp,0.0,0.0,0.743586168104452
14GLUCANtexi,0.0,0.0,0.743586168104452
23CAMPtex,0.0,1000.0,0.743586168104452
23CAMPtex_reverse,0.0,1000.0,0.743586168104452
23CCMPtex,0.0,1000.0,0.743586168104452
23CCMPtex_reverse,0.0,1000.0,0.743586168104452
23CGMPtex,0.0,1000.0,0.743586168104452
23CGMPtex_reverse,0.0,1000.0,0.743586168104452
23CUMPtex,0.0,1000.0,0.743586168104452
23CUMPtex_reverse,0.0,1000.0,0.743586168104452
23DAPPAt2pp,0.0,0.0,0.743586168104452
23DAPPAtex,0.0,1000.0,0.743586168104452
23DAPPAtex_reverse,0.0,1000.0,0.743586168104452
23DOGULNt4pp,0.0,0.0,0.743586168104452
23PDE2pp,0.0,0.0,0.743586168104452
23PDE4pp,0.0,0.0,0.743586168104452
23PDE7pp,0.0,0.0,0.743586168104452
23PDE9pp,0.0,0.0,0.743586168104452
26DAHtex,0.0,1000.0,0.743586168104452
26DAHtex_reverse,0.0,1000.0,0.743586168104452
2AGPA120tipp,0.0,3.06906627218574,0.743586168104452
2AGPA140tipp,0.0,3.01194063881968,0.743586168104452
2AGPA141tipp,0.0,2.25910044678785,0.743586168104452
2AGPA160tipp,0.0,4.20843494325731,0.743586168104452
2AGPA161tipp,0.0,3.04634082969353,0.743586168104452
2AGPA180tipp,0.0,3.52444715676539,0.743586168104452
2AGPA181tipp,0.0,2.98521044742485,0.743586168104452
2AGPE120tipp,0.0,16.3365307415736,0.743586168104452
2AGPE140tipp,0.0,10.8701314925251,0.743586168104452
2AGPE141tipp,0.0,8.78309489901664,0.743586168104452
2AGPE160tipp,0.0,11.4022499919263,0.743586168104452
2AGPE161tipp,0.0,5.80678035362159,0.743586168104452
2AGPE180tipp,0.0,17.2742664985782,0.743586168104452
2AGPE181tipp,0.0,8.78309489901664,0.743586168104452
2AGPEAT120,0.0,16.3365307415736,0.743586168104452
2AGPEAT140,0.0,10.8701314925251,0.743586168104452
2AGPEAT141,0.0,8.78309489901664,0.743586168104452
2AGPEAT160,0.0,11.4022499919263,0.743586168104452
2AGPEAT161,0.0,5.8067803536216,0.743586168104452
2AGPEAT180,0.0,17.2742664985782,0.743586168104452
2AGPEAT181,0.0,8.78309489901664,0.743586168104452
2AGPG120tipp,0.0,5.87652632482754,0.743586168104452
2AGPG140tipp,0.0,16.0084001828919,0.743586168104452
2AGPG141tipp,0.0,7.57304437242358,0.743586168104452
2AGPG160tipp,0.0,16.6028955065292,0.743586168104452
2AGPG161tipp,0.0,6.17219534360826,0.743586168104452
2AGPG180tipp,0.0,16.6028955065292,0.743586168104452
2AGPG181tipp,0.0,7.39841660082171,0.743586168104452
2AGPGAT120,0.0,5.87652632482754,0.743586168104452
2AGPGAT140,0.0,16.0084001828919,0.743586168104452
